logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id
-0.9182,8.364,#858585,0.5687,1.0,vbh-1,3735,WBGene00006888,171888
-0.4236,3.993,#858585,0.8814,1.0,mrpl-17,734,WBGene00021829,171889
-1.107,4.89,#858585,0.3539,0.8547,Y54E10A.6,2020,WBGene00021828,171890
-0.1305,3.712,#858585,0.9929,1.0,dnc-6,954,WBGene00021827,171891
-0.01551,5.89,#858585,0.9995,1.0,Y54E10A.10,1019,WBGene00021830,171892
-0.7233,6.5,#858585,0.6967,1.0,Y54E10A.11,4595,WBGene00021831,171893
2.813,1.031,#858585,0.01761,0.08236,Y54E10A.12,1782,WBGene00021832,171894
1.031,5.013,#858585,0.4615,1.0,Y54E10A.17,654,WBGene00021835,190261
1.236,1.171,#858585,0.3471,0.8448,fog-1,2219,WBGene00001481,171895
-0.168,3.864,#858585,0.9855,1.0,rom-5,1102,WBGene00004404,190260
-1.073,4.435,#858585,0.4324,0.9817,cdt-1,2651,WBGene00000413,171896
-0.9133,5.893,#858585,0.5936,1.0,txl-1,1081,WBGene00021826,171897
-0.9527,5.552,#858585,0.5667,1.0,cogc-1,2547,WBGene00003258,3565555
-0.7465,6.503,#858585,0.8033,1.0,mab-31,1718,WBGene00021834,171898
1.173,5.039,#858585,0.2383,0.6469,zip-4,1304,WBGene00021552,171900
-1.774,7.774,#858585,0.01533,0.07398,nol-58,1789,WBGene00020915,171901
2.608,4.501,#858585,0.009927,0.05308,W01B11.6,442,WBGene00020917,171903
-1.559,6.56,#858585,0.03845,0.1518,ace-2,2208,WBGene00000036,171905
0.3391,5.016,#858585,0.9639,1.0,trx-4,410,WBGene00021548,189905
-0.5345,5.968,#858585,0.8198,1.0,cdap-2,2031,WBGene00021549,171906
0.9915,3.088,#858585,0.5108,1.0,Y44E3A.1,1194,WBGene00021547,189904
-0.5219,6.626,#858585,0.8911,1.0,edc-4,2876,WBGene00021551,171907
-1.683,5.426,#858585,0.03066,0.1273,W05F2.7,3832,WBGene00021039,189218
-0.6091,6.989,#858585,0.7731,1.0,W05F2.4,6593,WBGene00021036,3896724
0.08472,3.942,#858585,0.9983,1.0,cdk-2,1198,WBGene00019362,171911
1.817,-0.1414,#858585,0.03959,0.1556,anr-45,1121,WBGene00219710,NA
0.008852,1.09,#858585,0.9989,1.0,K03E5.9,100,WBGene00220004,NA
-0.3734,2.706,#858585,0.9479,1.0,neto-1,1236,WBGene00019360,186950
-0.4435,4.172,#858585,0.8691,1.0,sep-1,3942,WBGene00004775,171912
-0.312,3.309,#858585,0.97,1.0,tag-63,2118,WBGene00006440,171913
2.321,1.234,#858585,0.00959,0.05178,Y47G6A.13,1474,WBGene00021639,189993
-1.144,4.904,#858585,0.3392,0.8314,msh-6,3667,WBGene00003422,171914
-1.581,6.123,#858585,0.06196,0.2248,spg-7,2917,WBGene00004978,171915
-0.378,0.6141,#858585,0.8814,1.0,Y47G6A.36,119,WBGene00220165,NA
-0.08139,1.893,#858585,0.9953,1.0,Y47G6A.15,967,WBGene00021641,189995
0.1806,4.466,#858585,0.9944,1.0,Y47G6A.9,783,WBGene00021638,171916
-1.398,5.057,#858585,0.07799,0.2714,crn-1,1326,WBGene00000794,171917
-0.0798,3.718,#858585,0.9791,1.0,ccep-290,5260,WBGene00021643,3565260
-0.1434,5.21,#858585,0.9978,1.0,Y47G6A.7,1608,WBGene00021637,171918
-0.8728,5.914,#858585,0.6932,1.0,Y47G6A.18,1475,WBGene00021644,171919
-1.33,4.723,#858585,0.1273,0.4008,pcaf-1,2543,WBGene00021636,171920
-1.376,1.097,#858585,0.1698,0.5002,Y47G6A.30,369,WBGene00021653,3565592
-2.136,-0.1162,#858585,0.03489,0.1405,Y47G6A.38,212,WBGene00220167,NA
0.626,5.342,#858585,0.8712,1.0,Y47G6A.5,2310,WBGene00021635,189992
0.3795,6.664,#858585,0.9079,1.0,rnp-6,2505,WBGene00004389,171922
-1.26,4.85,#858585,0.2194,0.608,rde-10,2097,WBGene00021634,171923
-0.5548,4.37,#858585,0.9091,1.0,Y47G6A.21,834,WBGene00021646,171924
-1.327,1.293,#858585,0.212,0.5917,miro-3,1477,WBGene00021651,NA
-0.1283,3.805,#858585,0.9783,1.0,Y47G6A.22,843,WBGene00021647,171925
-0.9563,7.251,#858585,0.5379,1.0,lpd-3,12352,WBGene00003060,171926
-0.8285,3.475,#858585,0.7058,1.0,mis-12,833,WBGene00021648,171927
0.7456,1.922,#858585,0.7789,1.0,Y47G6A.32,741,WBGene00044437,3564928
0.04369,5.588,#858585,0.9992,1.0,cah-6,1342,WBGene00000284,189049
-1.483,5.908,#858585,0.04513,0.173,jmjc-1,2753,WBGene00020902,171932
-0.2871,3.162,#858585,0.9666,1.0,T28F2.2,751,WBGene00020901,189048
-0.3091,6.085,#858585,0.9861,1.0,ccb-1,1999,WBGene00000368,171933
0.8383,1.887,#858585,0.6908,1.0,acd-5,2388,WBGene00020903,189051
-1.621,5.946,#858585,0.01424,0.06977,smp-2,2190,WBGene00004890,183905
0.5283,7.475,#858585,0.8127,1.0,ftn-2,670,WBGene00001501,171934
0.3945,6.085,#858585,0.9825,1.0,rab-8,1194,WBGene00004272,171935
-0.5361,4.705,#858585,0.8524,1.0,D1037.1,2525,WBGene00017025,171936
-0.8429,4.507,#858585,0.6803,1.0,msh-2,2639,WBGene00003418,171938
-0.09494,2.663,#858585,0.9952,1.0,hus-1,922,WBGene00002042,171939
1.241,1.989,#858585,0.2562,0.681,linc-9,465,WBGene00219678,NA
0.4704,2.17,#858585,0.9051,1.0,F21A9.2,1461,WBGene00017651,184756
-0.3549,0.3356,#858585,0.9409,1.0,F21A9.1,643,WBGene00017650,184755
-0.7843,8.139,#858585,0.652,1.0,lin-59,4658,WBGene00003040,266825
-1.823,6.83,#858585,0.06761,0.2414,larp-5,3241,WBGene00004147,171942
-0.1282,2.755,#858585,0.9871,1.0,sld-2,880,WBGene00020466,188455
-2.101,0.7829,#858585,0.02782,0.118,math-46,919,WBGene00021175,189404
-1.784,8.013,#858585,0.01922,0.08833,inx-13,1438,WBGene00002135,171943
-1.786,8.175,#858585,0.01604,0.07654,inx-12,1459,WBGene00002134,171944
-0.1132,2.887,#858585,0.9922,1.0,asic-1,2472,WBGene00022815,191422
1.12,2.184,#858585,0.3428,0.8377,C32E8.6,1868,WBGene00016324,171945
0.1305,4.187,#858585,0.9981,1.0,ric-19,1482,WBGene00004368,191757
0.3772,4.426,#858585,0.9833,1.0,C32E8.5,1033,WBGene00016323,171946
0.9651,6.723,#858585,0.5492,1.0,tppp-1,662,WBGene00016321,171948
-0.1069,10.74,#858585,0.9727,1.0,rpl-13,677,WBGene00004425,171949
0.7147,3.617,#858585,0.7855,1.0,C32E8.9,899,WBGene00016325,171951
-1.371,6.516,#858585,0.217,0.6023,unc-11,2656,WBGene00006751,171952
-0.6536,7.486,#858585,0.7581,1.0,ubr-1,6631,WBGene00016326,171953
-0.9686,5.443,#858585,0.5283,1.0,npp-11,2682,WBGene00003797,171954
0.6752,8.722,#858585,0.8299,1.0,unc-108,1120,WBGene00006833,171956
0.3978,4.521,#858585,0.9875,1.0,mpc-2,526,WBGene00018765,171957
0.8082,3.302,#858585,0.7253,1.0,F53F10.8,1021,WBGene00044423,3565720
0.2947,8.516,#858585,0.9749,1.0,F53F10.2,2977,WBGene00018764,171958
1.46,2.626,#858585,0.08456,0.2899,T03F1.6,1225,WBGene00020188,171961
0.3595,3.223,#858585,0.9797,1.0,tfbm-1,1181,WBGene00020189,188022
-0.05997,5.877,#858585,0.9951,1.0,guk-1,1245,WBGene00020190,171963
-1.473,5.002,#858585,0.1237,0.3917,hcp-4,2762,WBGene00001832,171964
-0.9752,6.784,#858585,0.5355,1.0,pgk-1,1417,WBGene00020185,171965
0.366,3.55,#858585,0.9458,1.0,coq-4,753,WBGene00000764,171966
2.354,0.6466,#858585,0.02646,0.1136,clec-53,988,WBGene00020191,171967
-1.172,5.448,#858585,0.2268,0.6239,uba-5,1608,WBGene00020184,171968
-0.1086,2.426,#858585,0.9712,1.0,T03F1.12,646,WBGene00020193,171969
-0.003033,7.134,#858585,0.9991,1.0,syf-1,2634,WBGene00016837,171970
-0.2802,5.437,#858585,0.8912,1.0,C50F2.2,3205,WBGene00016836,171972
-0.8395,5.183,#858585,0.7386,1.0,C50F2.4,962,WBGene00016838,183674
1.035,1.866,#858585,0.479,1.0,C50F2.1,1728,WBGene00016835,183673
-0.8489,4.798,#858585,0.751,1.0,magu-3,1570,WBGene00016841,183676
-0.7893,6.517,#858585,0.6839,1.0,pbs-4,801,WBGene00003950,171975
-0.7244,3.364,#858585,0.715,1.0,mrrf-1,781,WBGene00020625,171976
-0.6588,3.754,#858585,0.8651,1.0,T20F5.4,1452,WBGene00020626,171977
-0.1456,5.955,#858585,0.9553,1.0,T20F5.6,2817,WBGene00020628,171978
1.015,4.799,#858585,0.4879,1.0,T20F5.7,1294,WBGene00020629,171979
-0.8331,7.907,#858585,0.6086,1.0,lrp-2,14848,WBGene00003072,171981
1.219,0.3792,#858585,0.311,0.7827,F28H1.4,1012,WBGene00017909,185084
-0.6604,8.253,#858585,0.7216,1.0,aars-2,3472,WBGene00000197,171985
0.415,7.963,#858585,0.966,1.0,cpn-3,710,WBGene00000779,171986
1.769,3.997,#858585,0.02359,0.1038,F28H1.1,1242,WBGene00017908,171987
-0.8916,8.13,#858585,0.5788,1.0,unc-73,9290,WBGene00006805,171988
-0.7782,8.779,#858585,0.6383,1.0,unc-89,25961,WBGene00006820,171990
-0.1614,3.299,#858585,0.9953,1.0,acd-2,2302,WBGene00016066,171992
-1.387,1.86,#858585,0.1895,0.5431,acd-1,1986,WBGene00016064,182852
-0.0249,0.2262,#858585,0.992,1.0,H31G24.3,1118,WBGene00019254,186795
0.08924,5.696,#858585,0.9811,1.0,let-504,1776,WBGene00002696,171995
-1.828,6.479,#858585,0.009481,0.05135,E01A2.2,2317,WBGene00017085,171996
0.00829,3.325,#858585,0.9996,1.0,E01A2.5,847,WBGene00017087,183978
0.0779,6.594,#858585,0.9952,1.0,akir-1,1372,WBGene00017088,171997
0.2617,5.492,#858585,0.992,1.0,E01A2.1,1014,WBGene00017084,171998
0.365,2.14,#858585,0.8685,1.0,poml-2,1181,WBGene00017089,171999
2.021,3.531,#858585,0.1234,0.3912,poml-3,1221,WBGene00077701,6418581
-0.1047,5.902,#858585,0.9862,1.0,inx-15,1271,WBGene00002137,172004
0.1565,5.823,#858585,0.9886,1.0,inx-16,1454,WBGene00002138,172005
0.2445,4.699,#858585,0.9576,1.0,inx-17,1875,WBGene00002139,172006
-1.07,5.649,#858585,0.4162,0.9584,R12E2.11,1215,WBGene00020036,172008
0.04019,4.883,#858585,0.9953,1.0,mrps-6,752,WBGene00020037,187843
-0.869,7.236,#858585,0.6534,1.0,rpn-8,1234,WBGene00004464,172009
0.8756,6.211,#858585,0.6605,1.0,R12E2.13,746,WBGene00020038,172010
0.5792,6.376,#858585,0.943,1.0,suco-1,2878,WBGene00020031,172011
1.151,4.734,#858585,0.2489,0.667,kel-20,1901,WBGene00020030,172012
0.7698,4.742,#858585,0.7652,1.0,ppw-1,3191,WBGene00004093,172013
0.8264,3.333,#858585,0.7205,1.0,cas-2,1499,WBGene00015975,266829
1.936,1.447,#858585,0.02839,0.1199,snrp-40.2,1135,WBGene00015974,172015
0.7713,0.5527,#858585,0.6576,1.0,C18E3.4,453,WBGene00015973,353382
0.7457,6.319,#858585,0.6655,1.0,C18E3.3,2886,WBGene00015972,172016
1.07,0.3653,#858585,0.4434,0.9988,hop-1,1155,WBGene00001985,172017
-1.311,5.048,#858585,0.1645,0.4896,swsn-2.2,1523,WBGene00015971,172018
0.1293,2.717,#858585,0.9924,1.0,C18E3.9,1139,WBGene00015976,172020
-0.184,6.132,#858585,0.9717,1.0,nab-1,2884,WBGene00003516,172021
1.384,0.9086,#858585,0.1575,0.4733,C43E11.5,1245,WBGene00016605,172022
-0.2037,3.731,#858585,0.9686,1.0,ndx-7,973,WBGene00003584,183413
-1.005,5.416,#858585,0.4913,1.0,exoc-7,2012,WBGene00016606,172023
-1.613,4.384,#858585,0.02402,0.1052,tufm-2,1482,WBGene00007001,172024
-0.7842,5.645,#858585,0.8198,1.0,cogc-5,2086,WBGene00016608,172025
0.03829,3.602,#858585,0.9959,1.0,C43E11.12,636,WBGene00016609,259372
-1.037,6.795,#858585,0.478,1.0,met-1,5324,WBGene00016603,172026
-0.1578,4.643,#858585,0.9971,1.0,mus-81,1402,WBGene00016602,172027
-0.9583,5.056,#858585,0.5421,1.0,C43E11.9,674,WBGene00016607,172028
-0.3046,5.325,#858585,0.9454,1.0,cdc-6,1754,WBGene00000382,172029
-0.683,6.352,#858585,0.7446,1.0,acin-1,2100,WBGene00016601,172030
2.204,0.6706,#858585,0.05169,0.1935,linc-85,449,WBGene00219754,NA
0.04614,6.144,#858585,0.9944,1.0,scpl-3,1772,WBGene00021629,172032
-1.786,6.419,#858585,0.01232,0.06264,Y47D9A.1,1864,WBGene00021628,172033
-0.3385,7.159,#858585,0.886,1.0,anc-1,25846,WBGene00000140,172034
2.239,-0.4374,#858585,0.03898,0.1535,acr-6,1666,WBGene00000045,191479
0.9865,0.8302,#858585,0.5143,1.0,ZK973.8,1324,WBGene00022834,191480
-0.5528,4.311,#858585,0.9428,1.0,pdp-1,1604,WBGene00022832,172035
-0.01664,3.765,#858585,0.9982,1.0,ZK973.9,913,WBGene00022835,172036
-0.1722,6.103,#858585,0.9552,1.0,lpd-5,616,WBGene00003061,172037
-0.4612,5.129,#858585,0.9268,1.0,cec-10,2795,WBGene00022831,172038
-0.8347,5.591,#858585,0.7434,1.0,ZK973.11,1693,WBGene00022836,172039
-0.4668,4.343,#858585,0.9794,1.0,ZK973.1,2359,WBGene00022830,172040
-0.811,9.213,#858585,0.62,1.0,dhc-1,13939,WBGene00000962,172041
-1.677,5.412,#858585,0.02443,0.1067,tiam-1,2886,WBGene00015704,259373
-0.1098,6.42,#858585,0.9951,1.0,C41D11.3,3324,WBGene00016562,3565087
-1.352,6.748,#858585,0.1361,0.4227,eif-3.H,1451,WBGene00001231,172044
1.433,5.842,#858585,0.1381,0.4277,cps-6,1019,WBGene00000787,172045
0.1059,1.998,#858585,0.9902,1.0,C41D11.9,740,WBGene00016567,266651
-0.3314,3.321,#858585,0.9842,1.0,cmt-1,840,WBGene00016564,172046
-0.527,5.089,#858585,0.9085,1.0,eri-7,2183,WBGene00016566,172047
-0.3886,5.188,#858585,0.9605,1.0,eri-6,4683,WBGene00016561,172050
-0.6144,2.695,#858585,0.7889,1.0,C41D11.6,2559,WBGene00016565,183377
-0.9594,8.165,#858585,0.5392,1.0,gcy-28,6586,WBGene00020131,172051
-0.8044,4.848,#858585,0.6862,1.0,mrpl-19,1002,WBGene00022470,172052
-0.6577,4.682,#858585,0.9145,1.0,rnf-145,2437,WBGene00022471,172053
1.147,2.666,#858585,0.3737,0.8882,Y119C1B.6,400,WBGene00022472,191029
-0.6062,7.085,#858585,0.8256,1.0,bet-1,2811,WBGene00022473,172054
1.096,3.551,#858585,0.4309,0.9798,zig-9,1253,WBGene00022474,191030
0.04488,3.814,#858585,0.9992,1.0,Y119C1B.3,1648,WBGene00022469,191027
0.3117,4.952,#858585,0.9902,1.0,Y119C1B.10,1100,WBGene00022475,191031
-0.4427,5.006,#858585,0.9406,1.0,D1007.15,3633,WBGene00017010,172058
0.7981,5.25,#858585,0.7481,1.0,pqn-24,991,WBGene00004113,183891
0.3721,0.3443,#858585,0.9327,1.0,D1007.13,817,WBGene00017009,183890
-0.0225,1.928,#858585,0.9988,1.0,D1007.3,806,WBGene00017001,183886
0.1495,3.538,#858585,0.9925,1.0,D1007.4,582,WBGene00017002,183887
-1.399,5.106,#858585,0.06632,0.2379,D1007.5,1740,WBGene00017003,172060
-0.1346,10.57,#858585,0.9754,1.0,rps-10,533,WBGene00004479,172061
-0.03752,10.72,#858585,0.9883,1.0,rpl-24.1,545,WBGene00004436,172062
-0.4376,3.551,#858585,0.9354,1.0,D1007.10,1456,WBGene00017007,183889
-0.8997,6.278,#858585,0.5715,1.0,nrd-1,3378,WBGene00017004,172064
-0.2045,4.375,#858585,0.9874,1.0,eaf-1,902,WBGene00017011,172065
-0.3236,2.609,#858585,0.984,1.0,D1007.8,1116,WBGene00017005,172066
-0.8921,4.787,#858585,0.6869,1.0,C44E4.5,1740,WBGene00016654,172067
-0.415,8.478,#858585,0.8188,1.0,ubr-4,13663,WBGene00016650,172068
0.4882,7.958,#858585,0.8416,1.0,ssb-1,1416,WBGene00016653,172070
-0.9199,5.675,#858585,0.5725,1.0,acbp-1,470,WBGene00016655,172071
0.5167,3.689,#858585,0.9596,1.0,got-2.1,1373,WBGene00016652,172072
0.2882,5.073,#858585,0.9914,1.0,Y119C1A.1,1396,WBGene00022466,191026
0.1189,3.201,#858585,0.9907,1.0,lmd-2,512,WBGene00015008,172073
-0.9362,11.04,#858585,0.5725,1.0,rpl-4,1140,WBGene00004415,172074
0.7171,4.508,#858585,0.8473,1.0,B0041.8,900,WBGene00015011,259374
0.1218,5.293,#858585,0.9974,1.0,B0041.5,1526,WBGene00015009,172075
0.8757,2.955,#858585,0.5942,1.0,ptps-1,464,WBGene00015010,181823
-0.6437,8.297,#858585,0.7472,1.0,ain-2,3139,WBGene00015007,172076
0.4386,4.298,#858585,0.8836,1.0,B0041.11,958,WBGene00206362,13180049
-0.9252,7.313,#858585,0.5688,1.0,xnp-1,4506,WBGene00006961,172077
0.3743,6.958,#858585,0.9661,1.0,unc-57,1707,WBGene00006791,172078
1.068,1.615,#858585,0.4238,0.969,T04D1.2,1146,WBGene00020212,188058
-1.614,8.495,#858585,0.2029,0.572,chd-7,9577,WBGene00007053,172079
-0.06204,3.894,#858585,0.9986,1.0,W09C3.4,1083,WBGene00021112,172081
0.7155,4.918,#858585,0.849,1.0,ugt-26,1909,WBGene00015695,172085
2.178,4.251,#858585,0.01405,0.06902,ugt-28,1734,WBGene00015693,172086
-0.5669,4.721,#858585,0.9166,1.0,mlst-8,1480,WBGene00015697,182509
-1.328,6.89,#858585,0.3005,0.7641,let-502,4366,WBGene00002694,172088
-0.5025,5.401,#858585,0.8184,1.0,viln-1,3163,WBGene00015691,172089
-0.6043,2.481,#858585,0.8983,1.0,M04F3.3,1514,WBGene00019769,172091
0.1091,3.136,#858585,0.9968,1.0,M04F3.2,474,WBGene00019768,187447
0.2691,7.05,#858585,0.9738,1.0,rpa-2,1030,WBGene00019767,172092
1.643,6.587,#858585,0.0295,0.1235,M04F3.4,787,WBGene00019770,187448
-1.258,5.005,#858585,0.2047,0.5758,M04F3.5,2253,WBGene00019771,172093
-0.2913,4.407,#858585,0.9387,1.0,rpl-41.1,331,WBGene00023067,172094
-0.07347,9.027,#858585,0.9795,1.0,rpl-41.2,287,WBGene00023068,172095
0.8045,5.201,#858585,0.7537,1.0,zig-7,824,WBGene00006984,172096
-0.2009,2.54,#858585,0.9894,1.0,gnrr-1,1378,WBGene00018798,186230
0.4048,5.625,#858585,0.9848,1.0,ept-1,1448,WBGene00018797,172097
0.5942,3.904,#858585,0.9196,1.0,F57C9.6,1213,WBGene00019012,186448
-0.686,4.682,#858585,0.8985,1.0,F57C9.4,2929,WBGene00019011,172100
-1.267,0.8861,#858585,0.2579,0.6843,glo-2,344,WBGene00019010,186447
-0.279,3.505,#858585,0.9915,1.0,clec-90,728,WBGene00019009,186446
0.5638,4.256,#858585,0.8811,1.0,pdxk-1,1227,WBGene00019008,172101
-1.157,5.109,#858585,0.333,0.8218,rga-6,3893,WBGene00015303,172102
0.2893,5.49,#858585,0.9688,1.0,F25F8.1,2072,WBGene00017795,172104
0.6256,3.183,#858585,0.886,1.0,glc-2,1491,WBGene00001592,172103
-0.5536,4.131,#858585,0.9577,1.0,unc-38,1684,WBGene00006774,172105
-0.04684,8.592,#858585,0.9939,1.0,pgal-1,1184,WBGene00017671,172108
0.3161,7.521,#858585,0.9785,1.0,F21F3.6,1182,WBGene00017675,172109
0.4177,4.824,#858585,0.9832,1.0,F21F3.7,936,WBGene00017676,3565133
-0.9874,6.552,#858585,0.5125,1.0,imb-1,3425,WBGene00002075,172110
-0.6036,4.172,#858585,0.9375,1.0,F28B3.5,1768,WBGene00017886,172111
-0.2307,4.126,#858585,0.9891,1.0,acl-11,1459,WBGene00017888,185044
-1.284,7.545,#858585,0.3155,0.7905,dip-2,6668,WBGene00017885,3565539
0.206,4.882,#858585,0.9405,1.0,F28B3.10,635,WBGene00017889,172114
-0.2497,4.683,#858585,0.9552,1.0,F28B3.6,806,WBGene00017887,172115
-1.236,7.053,#858585,0.3136,0.7872,him-1,4036,WBGene00001860,172116
0.4156,3.074,#858585,0.9194,1.0,mzt-1,440,WBGene00044431,3565198
2.032,1.695,#858585,0.08536,0.2917,enu-3.3,1701,WBGene00021015,172117
1.949,0.2834,#858585,0.03221,0.1322,W03G9.2,1706,WBGene00021014,189170
-0.8103,6.749,#858585,0.6911,1.0,snf-1,2315,WBGene00004900,172119
0.8688,3.978,#858585,0.6634,1.0,dyf-1,2425,WBGene00001117,172122
-0.5286,6.274,#858585,0.8811,1.0,mes-3,3081,WBGene00003221,172123
-0.3094,3.912,#858585,0.9844,1.0,dom-3,1350,WBGene00001050,172124
1.543,1.953,#858585,0.09002,0.3041,F54C1.6,843,WBGene00018791,186219
0.1751,10.2,#858585,0.9621,1.0,pat-10,768,WBGene00003934,172127
1.943,0.6109,#858585,0.06493,0.2336,C46H11.6,1152,WBGene00016730,183523
-0.4572,6.311,#858585,0.9743,1.0,lfe-2,2774,WBGene00002979,172128
-0.6856,0.2389,#858585,0.6844,1.0,C46H11.7,940,WBGene00016731,183524
-0.5292,1.222,#858585,0.7765,1.0,phat-1,979,WBGene00016732,172129
0.1893,3.061,#858585,0.9583,1.0,phat-2,862,WBGene00016733,172130
-0.01972,4.139,#858585,0.9996,1.0,C46H11.2,1367,WBGene00016728,172131
1.307,5.428,#858585,0.1395,0.431,C46H11.10,1311,WBGene00016734,172132
-0.3542,6.29,#858585,0.895,1.0,fhod-1,5775,WBGene00016735,172133
-0.04281,9.047,#858585,0.9957,1.0,vha-16,1468,WBGene00016258,172134
-0.6209,5.13,#858585,0.8376,1.0,kin-32,2993,WBGene00002213,172135
1.854,2.221,#858585,0.02155,0.09651,ift-20,405,WBGene00022465,260266
1.646,0.9659,#858585,0.05715,0.2107,spe-5,1643,WBGene00004959,172137
0.1297,5.806,#858585,0.9962,1.0,chp-1,1237,WBGene00000502,172138
-0.8387,7.297,#858585,0.6576,1.0,pas-3,1049,WBGene00003924,172139
0.3374,4.19,#858585,0.9851,1.0,use-1,921,WBGene00022460,172140
0.2948,5.804,#858585,0.9601,1.0,aap-1,1816,WBGene00000001,172141
1.454,2.97,#858585,0.1581,0.4747,Y110A7A.21,592,WBGene00045212,4927052
0.6116,1.169,#858585,0.8558,1.0,Y110A7A.15,1917,WBGene00022462,172142
-0.9122,5.918,#858585,0.5831,1.0,elpc-1,3838,WBGene00022463,172143
-1.17,5.665,#858585,0.3153,0.7905,Y110A7A.9,3238,WBGene00022459,172144
-0.6529,6.466,#858585,0.7763,1.0,mat-1,2655,WBGene00003132,172145
-0.005228,6.284,#858585,0.9992,1.0,prp-31,1614,WBGene00022458,172146
0.5963,4.601,#858585,0.8994,1.0,Y110A7A.7,1096,WBGene00022457,190947
-0.1256,6.475,#858585,0.9971,1.0,pfkb-1.1,1745,WBGene00022456,172147
0.3996,5.754,#858585,0.9715,1.0,mtm-1,1958,WBGene00003475,172148
-1.247,4.853,#858585,0.2373,0.6448,tyms-1,1027,WBGene00022455,172149
-0.7405,4.325,#858585,0.7788,1.0,unc-63,1623,WBGene00006797,172150
0.6131,2.197,#858585,0.8962,1.0,trf-2,1008,WBGene00022454,172151
2.115,2.62,#858585,0.02026,0.0919,ppw-2,3259,WBGene00004094,172152
-1.24,5.478,#858585,0.1609,0.4809,let-630,2097,WBGene00002804,172153
-1.483,5.948,#858585,0.2506,0.6704,hcp-6,5294,WBGene00001833,266830
-0.8169,6.689,#858585,0.6508,1.0,spd-5,3894,WBGene00004955,172155
-1.017,6.881,#858585,0.492,1.0,npp-6,4899,WBGene00003792,172156
0.09405,3.959,#858585,0.9978,1.0,slx-1,1426,WBGene00018909,172157
-1.789,3.336,#858585,0.01085,0.05678,bro-1,897,WBGene00000272,172158
0.1812,3.649,#858585,0.9549,1.0,fncm-1,2479,WBGene00018908,172159
-0.6019,5.103,#858585,0.764,1.0,C32E12.4,4753,WBGene00016330,172163
0.4112,5.057,#858585,0.9811,1.0,mrpl-47,925,WBGene00015092,172164
-0.733,7.539,#858585,0.6932,1.0,let-363,8549,WBGene00002583,172167
0.03204,6.506,#858585,0.9927,1.0,B0261.1,2618,WBGene00015091,172168
-0.5199,4.678,#858585,0.9011,1.0,B0261.8,660,WBGene00015096,3564966
2.056,-0.2576,#858585,0.03857,0.1522,C01G8.1,1245,WBGene00015312,172170
0.07511,4.412,#858585,0.9976,1.0,cln-3.2,1395,WBGene00000540,172171
0.3496,5.031,#858585,0.9863,1.0,dhs-1,1231,WBGene00000965,172172
-0.118,3.396,#858585,0.9958,1.0,dnj-4,1021,WBGene00001022,172173
-0.9383,8.249,#858585,0.5861,1.0,erm-1,2401,WBGene00001333,172174
-1.651,8.389,#858585,0.1646,0.4898,let-526,6613,WBGene00002717,3565337
0.3949,2.274,#858585,0.9207,1.0,F48C1.5,535,WBGene00018598,185975
-0.3138,4.427,#858585,0.9613,1.0,F48C1.6,876,WBGene00018599,172177
-0.9462,4.238,#858585,0.5659,1.0,aman-3,3317,WBGene00018594,172178
0.06652,6.574,#858585,0.9983,1.0,apm-1,1602,WBGene00000150,172180
-0.6083,6.156,#858585,0.8506,1.0,F55A12.5,2705,WBGene00018864,172181
-1.085,6.273,#858585,0.4198,0.9638,nath-10,3267,WBGene00018866,172182
0.6771,4.095,#858585,0.7422,1.0,dhs-2,1285,WBGene00000966,172183
-0.8678,6.866,#858585,0.6551,1.0,ppk-1,2400,WBGene00004087,172184
-0.2288,3.932,#858585,0.9921,1.0,F55A12.2,1434,WBGene00018863,172185
0.09757,9.044,#858585,0.9846,1.0,pqn-44,2308,WBGene00004131,172187
-0.9427,7.528,#858585,0.5674,1.0,frm-4,2457,WBGene00001491,172189
-0.5324,5.121,#858585,0.9209,1.0,coq-1,1562,WBGene00000761,172190
-0.8236,6.139,#858585,0.7484,1.0,erp-44.1,1772,WBGene00016278,172191
-1.241,6.013,#858585,0.1587,0.4758,F27C1.6,2156,WBGene00017855,172192
1.52,1.157,#858585,0.1049,0.3441,F27C1.4,482,WBGene00017854,172193
-0.2914,8.6,#858585,0.9476,1.0,atp-3,1132,WBGene00000230,172195
0.6079,6.546,#858585,0.9235,1.0,F27C1.2,1068,WBGene00017852,172196
-0.6265,4.471,#858585,0.7996,1.0,F27C1.11,4084,WBGene00017858,3565116
-1.617,0.2294,#858585,0.1347,0.4195,F27C1.13,480,WBGene00017860,185012
0.7226,1.026,#858585,0.7643,1.0,F27C1.18,115,WBGene00219918,NA
-0.6826,6.401,#858585,0.7596,1.0,let-355,2887,WBGene00020263,172199
-0.6218,6.049,#858585,0.8113,1.0,C09D4.4,3150,WBGene00015635,172200
-0.2922,10.75,#858585,0.9391,1.0,rpl-19,777,WBGene00004431,172201
1.426,4.809,#858585,0.1174,0.3756,C09D4.2,920,WBGene00015633,182446
0.1624,5.564,#858585,0.9927,1.0,C09D4.1,2469,WBGene00015632,172203
-0.6436,4.864,#858585,0.8248,1.0,mrpl-24,1009,WBGene00019076,172204
-0.5709,5.164,#858585,0.954,1.0,zipt-11,1319,WBGene00019077,172205
