,logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id,cellTypes
258,-0.4798,3.402,#858585,0.955,1.0,F32B5.2,1085,WBGene00017976,185196.0,
259,-1.178,0.5939,#858585,0.3154,0.7905,F32B5.1,1360,WBGene00017975,171831.0,
260,-0.4573,4.928,#858585,0.9368,1.0,dnj-30,824,WBGene00001048,171833.0,
261,-0.8715,4.534,#858585,0.6404,1.0,Y71F9B.6,2318,WBGene00022128,260184.0,
262,0.772,5.399,#858585,0.7275,1.0,snr-7,479,WBGene00004920,171834.0,['gonad']
263,-0.5861,6.558,#858585,0.939,1.0,yop-1,766,WBGene00022127,171835.0,"['head', 'tail']"
264,-0.3324,3.85,#858585,0.986,1.0,Y71F9B.2,1026,WBGene00022126,171836.0,
265,-1.925,4.483,#858585,0.02854,0.1203,lron-11,1842,WBGene00022129,171837.0,"['hypodermis', 'muscle cell', 'and pharynx']"
266,-1.49,2.994,#858585,0.06177,0.2242,plk-2,2177,WBGene00004043,171838.0,['germ line']
267,0.2812,2.614,#858585,0.9074,1.0,Y71F9B.9,1061,WBGene00022130,171839.0,
268,-1.148,6.145,#858585,0.4075,0.9427,sop-3,4623,WBGene00004946,171840.0,"['several structures', 'including P3']"
269,0.9677,2.932,#858585,0.5364,1.0,Y71F9B.1,458,WBGene00022125,190590.0,
270,0.7438,4.464,#858585,0.7585,1.0,Y71F9B.13,1871,WBGene00022131,171841.0,
271,1.268,1.063,#858585,0.3631,0.8706,W03D8.8,1376,WBGene00020989,189157.0,
272,1.933,1.533,#858585,0.04989,0.188,W03D8.2,1286,WBGene00020985,171844.0,
273,-1.169,7.176,#858585,0.3498,0.8489,itx-1,5148,WBGene00002174,171846.0,"['anterior ganglion', 'intestine', 'spermatheca', 'and vulval muscle']"
274,-1.333,0.472,#858585,0.2542,0.6773,W03D8.3,577,WBGene00020986,171848.0,
275,-2.179,2.09,#858585,0.02134,0.09578,W03D8.13,100,WBGene00220118,,
276,-2.184,5.357,#858585,0.0202,0.09179,pop-1,1549,WBGene00004077,171849.0,"['several structures', 'including ABplpapaaa', 'ABprpapaaa', 'oocyte', 'somatic nervous system', 'and vulva']"
277,1.959,0.7716,#858585,0.05081,0.1907,ccb-2,1417,WBGene00021125,189330.0,"['head neurons', 'ventral nerve cord']"
278,-1.53,5.54,#858585,0.1033,0.34,W10C8.5,1338,WBGene00021128,171850.0,
279,0.7,5.157,#858585,0.8961,1.0,Y71F9AL.10,1515,WBGene00022115,171852.0,
280,-1.54,4.498,#858585,0.04434,0.1706,Y71F9AL.12,870,WBGene00022117,190588.0,
281,-0.3835,10.8,#858585,0.9162,1.0,rpl-1,837,WBGene00004412,171853.0,
282,-0.9946,8.049,#858585,0.5077,1.0,Y71F9AL.9,1435,WBGene00022114,171854.0,
283,1.119,1.484,#858585,0.369,0.8808,Y71F9AL.8,1073,WBGene00022113,171855.0,
284,0.2846,4.227,#858585,0.9804,1.0,dnc-5,571,WBGene00022118,171856.0,
285,-0.5191,6.952,#858585,0.9538,1.0,arx-1,1601,WBGene00000199,171857.0,['hypodermis']
286,2.492,-0.02367,#858585,0.02763,0.1175,Y71F9AL.7,934,WBGene00022112,171858.0,
287,-0.4994,0.5028,#858585,0.8913,1.0,Y71F9AL.6,816,WBGene00022111,171859.0,
288,-2.001,8.24,#858585,0.03429,0.1387,copa-1,3991,WBGene00022119,171860.0,"['distal tip cell', 'head']"
289,-0.6823,3.787,#858585,0.7936,1.0,gst-43,693,WBGene00001791,190586.0,
290,2.407,1.386,#858585,0.02966,0.124,Y71F9AL.4,1755,WBGene00022110,171861.0,
291,-0.7438,4.38,#858585,0.7173,1.0,parp-1,2984,WBGene00004049,266823.0,
292,2.169,0.8182,#858585,0.009928,0.05308,Y71F9AL.2,1536,WBGene00022108,171863.0,
293,-0.5986,4.019,#858585,0.9134,1.0,Y71F9AL.1,1458,WBGene00022107,171864.0,
294,0.7043,5.785,#858585,0.8285,1.0,nxt-1,624,WBGene00003836,171866.0,
295,-1.006,5.64,#858585,0.4959,1.0,cogc-3,2831,WBGene00022121,171867.0,"['intestine', 'pharynx', 'seam cell', 'and vulva']"
296,-1.08,6.496,#858585,0.4176,0.9605,bam-2,3442,WBGene00000237,171868.0,"['head neurons', 'somatic gonad', 'tail neurons', 'ventral cord neurons', 'and vulF']"
297,0.2092,2.159,#858585,0.9636,1.0,Y71F9AR.4,556,WBGene00044894,4927045.0,
298,-0.1303,1.97,#858585,0.9881,1.0,Y71F9AR.2,785,WBGene00022123,190589.0,
299,0.1303,4.732,#858585,0.9866,1.0,supr-1,2325,WBGene00022124,171869.0,
300,0.04376,2.531,#858585,0.9926,1.0,dnj-28,1710,WBGene00001046,171870.0,"['head', 'tail']"
301,0.1117,6.339,#858585,0.9757,1.0,nduf-5,480,WBGene00021839,266824.0,
302,0.7747,2.877,#858585,0.727,1.0,Y54E10BL.3,904,WBGene00021838,190263.0,
303,-0.6209,6.129,#858585,0.9155,1.0,mek-2,1793,WBGene00003186,171872.0,
304,-0.9953,4.885,#858585,0.5077,1.0,col-48,901,WBGene00000625,171873.0,
305,0.9138,4.985,#858585,0.6399,1.0,Y54E10BR.3,1161,WBGene00021842,171875.0,
306,-0.5348,6.322,#858585,0.9103,1.0,sec-11,721,WBGene00021844,171876.0,
307,0.08371,5.491,#858585,0.9961,1.0,rpb-7,720,WBGene00021845,171877.0,
308,-0.5786,3.342,#858585,0.914,1.0,Y54E10BR.2,1129,WBGene00021841,171878.0,
309,-0.664,3.686,#858585,0.8897,1.0,mod-5,2061,WBGene00003387,171879.0,"['several structures', 'including nerve ring']"
310,0.1254,3.544,#858585,0.9943,1.0,ztf-23,1484,WBGene00021846,171880.0,
311,-1.222,4.032,#858585,0.2425,0.6549,pign-1,3045,WBGene00021840,171881.0,"['body wall musculature', 'hypodermis', 'intestine', 'and pharynx']"
312,0.243,4.544,#858585,0.9652,1.0,arx-7,640,WBGene00000205,171882.0,"['anchor cell', 'hypodermis', 'and linker cell']"
313,-0.4124,6.599,#858585,0.8905,1.0,M01B12.4,2730,WBGene00019697,3565638.0,
314,0.5139,6.761,#858585,0.8882,1.0,riok-1,2829,WBGene00019698,171883.0,"['gonad', 'nervous system', 'and vulva']"
315,0.879,4.11,#858585,0.704,1.0,nhr-64,1252,WBGene00003654,171884.0,"['hypodermis', 'intestine', 'neurons', 'and pharynx']"
316,0.4105,4.427,#858585,0.9769,1.0,C45E1.4,876,WBGene00016663,171885.0,
317,0.8068,4.541,#858585,0.6815,1.0,K09H9.8,693,WBGene00045387,6418598.0,
318,1.88,3.317,#858585,0.08632,0.2944,K09H9.5,580,WBGene00019597,187241.0,
319,-0.6712,6.744,#858585,0.707,1.0,lpd-6,1842,WBGene00003062,171886.0,
320,-0.7092,3.304,#858585,0.8103,1.0,dscc-1,1398,WBGene00019595,171887.0,
321,-0.9182,8.364,#858585,0.5687,1.0,vbh-1,3735,WBGene00006888,171888.0,"['several structures', 'including Z2', 'Z3', 'germ cell', 'somatic cell', 'and in male']"
322,-0.4236,3.993,#858585,0.8814,1.0,mrpl-17,734,WBGene00021829,171889.0,
323,-1.107,4.89,#858585,0.3539,0.8547,Y54E10A.6,2020,WBGene00021828,171890.0,
324,-0.1305,3.712,#858585,0.9929,1.0,dnc-6,954,WBGene00021827,171891.0,
325,-0.01551,5.89,#858585,0.9995,1.0,Y54E10A.10,1019,WBGene00021830,171892.0,
326,-0.7233,6.5,#858585,0.6967,1.0,Y54E10A.11,4595,WBGene00021831,171893.0,
327,2.813,1.031,#858585,0.01761,0.08236,Y54E10A.12,1782,WBGene00021832,171894.0,
328,1.031,5.013,#858585,0.4615,1.0,Y54E10A.17,654,WBGene00021835,190261.0,
329,1.236,1.171,#858585,0.3471,0.8448,fog-1,2219,WBGene00001481,171895.0,['germ line']
330,-0.168,3.864,#858585,0.9855,1.0,rom-5,1102,WBGene00004404,190260.0,
331,-1.073,4.435,#858585,0.4324,0.9817,cdt-1,2651,WBGene00000413,171896.0,"['anchor cell', 'germ line', 'and vulD']"
332,-0.9133,5.893,#858585,0.5936,1.0,txl-1,1081,WBGene00021826,171897.0,
333,-0.9527,5.552,#858585,0.5667,1.0,cogc-1,2547,WBGene00003258,3565555.0,['germ line']
334,-0.7465,6.503,#858585,0.8033,1.0,mab-31,1718,WBGene00021834,171898.0,"['hyp7 syncytium', 'intestine', 'pharynx', 'ray', 'and socket cell']"
335,1.173,5.039,#858585,0.2383,0.6469,zip-4,1304,WBGene00021552,171900.0,"['gonad', 'pharynx', 'spermatheca', 'and vulva']"
336,-1.774,7.774,#858585,0.01533,0.07398,nol-58,1789,WBGene00020915,171901.0,
337,2.608,4.501,#858585,0.009927,0.05308,W01B11.6,442,WBGene00020917,171903.0,
338,-1.559,6.56,#858585,0.03845,0.1518,ace-2,2208,WBGene00000036,171905.0,"['several structures', 'including command interneuron', 'neurons', 'pm5', 'somatic nervous system', 'and tail hypodermis']"
339,0.3391,5.016,#858585,0.9639,1.0,trx-4,410,WBGene00021548,189905.0,
340,-0.5345,5.968,#858585,0.8198,1.0,cdap-2,2031,WBGene00021549,171906.0,
341,0.9915,3.088,#858585,0.5108,1.0,Y44E3A.1,1194,WBGene00021547,189904.0,
342,-0.5219,6.626,#858585,0.8911,1.0,edc-4,2876,WBGene00021551,171907.0,
343,-1.683,5.426,#858585,0.03066,0.1273,W05F2.7,3832,WBGene00021039,189218.0,
344,-0.6091,6.989,#858585,0.7731,1.0,W05F2.4,6593,WBGene00021036,3896724.0,"['body wall musculature', 'vulval muscle']"
345,0.08472,3.942,#858585,0.9983,1.0,cdk-2,1198,WBGene00019362,171911.0,
346,1.817,-0.1414,#858585,0.03959,0.1556,anr-45,1121,WBGene00219710,,
347,0.008852,1.09,#858585,0.9989,1.0,K03E5.9,100,WBGene00220004,,
348,-0.3734,2.706,#858585,0.9479,1.0,neto-1,1236,WBGene00019360,186950.0,
349,-0.4435,4.172,#858585,0.8691,1.0,sep-1,3942,WBGene00004775,171912.0,
350,-0.312,3.309,#858585,0.97,1.0,tag-63,2118,WBGene00006440,171913.0,
351,2.321,1.234,#858585,0.00959,0.05178,Y47G6A.13,1474,WBGene00021639,189993.0,
352,-1.144,4.904,#858585,0.3392,0.8314,msh-6,3667,WBGene00003422,171914.0,
353,-1.581,6.123,#858585,0.06196,0.2248,spg-7,2917,WBGene00004978,171915.0,['germ line']
354,-0.378,0.6141,#858585,0.8814,1.0,Y47G6A.36,119,WBGene00220165,,
355,-0.08139,1.893,#858585,0.9953,1.0,Y47G6A.15,967,WBGene00021641,189995.0,
356,0.1806,4.466,#858585,0.9944,1.0,Y47G6A.9,783,WBGene00021638,171916.0,
357,-1.398,5.057,#858585,0.07799,0.2714,crn-1,1326,WBGene00000794,171917.0,
358,-0.0798,3.718,#858585,0.9791,1.0,ccep-290,5260,WBGene00021643,3565260.0,"['amphid neurons', 'phasmid neurons']"
359,-0.1434,5.21,#858585,0.9978,1.0,Y47G6A.7,1608,WBGene00021637,171918.0,['head']
360,-0.8728,5.914,#858585,0.6932,1.0,Y47G6A.18,1475,WBGene00021644,171919.0,
361,-1.33,4.723,#858585,0.1273,0.4008,pcaf-1,2543,WBGene00021636,171920.0,
362,-1.376,1.097,#858585,0.1698,0.5002,Y47G6A.30,369,WBGene00021653,3565592.0,
363,-2.136,-0.1162,#858585,0.03489,0.1405,Y47G6A.38,212,WBGene00220167,,
364,0.626,5.342,#858585,0.8712,1.0,Y47G6A.5,2310,WBGene00021635,189992.0,
365,0.3795,6.664,#858585,0.9079,1.0,rnp-6,2505,WBGene00004389,171922.0,
366,-1.26,4.85,#858585,0.2194,0.608,rde-10,2097,WBGene00021634,171923.0,
367,-0.5548,4.37,#858585,0.9091,1.0,Y47G6A.21,834,WBGene00021646,171924.0,
368,-1.327,1.293,#858585,0.212,0.5917,miro-3,1477,WBGene00021651,,
369,-0.1283,3.805,#858585,0.9783,1.0,Y47G6A.22,843,WBGene00021647,171925.0,
370,-0.9563,7.251,#858585,0.5379,1.0,lpd-3,12352,WBGene00003060,171926.0,['intestine']
371,-0.8285,3.475,#858585,0.7058,1.0,mis-12,833,WBGene00021648,171927.0,
372,0.7456,1.922,#858585,0.7789,1.0,Y47G6A.32,741,WBGene00044437,3564928.0,
373,0.04369,5.588,#858585,0.9992,1.0,cah-6,1342,WBGene00000284,189049.0,"['head neurons', 'nervous system', 'and tail neurons']"
374,-1.483,5.908,#858585,0.04513,0.173,jmjc-1,2753,WBGene00020902,171932.0,
375,-0.2871,3.162,#858585,0.9666,1.0,T28F2.2,751,WBGene00020901,189048.0,
376,-0.3091,6.085,#858585,0.9861,1.0,ccb-1,1999,WBGene00000368,171933.0,['muscle cell']
377,0.8383,1.887,#858585,0.6908,1.0,acd-5,2388,WBGene00020903,189051.0,
378,-1.621,5.946,#858585,0.01424,0.06977,smp-2,2190,WBGene00004890,183905.0,"['several structures', 'including hook', 'inner labial neurons', 'pharyngeal cell', 'ray', 'and vulval cell']"
379,0.5283,7.475,#858585,0.8127,1.0,ftn-2,670,WBGene00001501,171934.0,"['body wall musculature', 'hypodermis']"
380,0.3945,6.085,#858585,0.9825,1.0,rab-8,1194,WBGene00004272,171935.0,['body wall musculature']
381,-0.5361,4.705,#858585,0.8524,1.0,D1037.1,2525,WBGene00017025,171936.0,
382,-0.8429,4.507,#858585,0.6803,1.0,msh-2,2639,WBGene00003418,171938.0,
383,-0.09494,2.663,#858585,0.9952,1.0,hus-1,922,WBGene00002042,171939.0,['germ line']
384,1.241,1.989,#858585,0.2562,0.681,linc-9,465,WBGene00219678,,
385,0.4704,2.17,#858585,0.9051,1.0,F21A9.2,1461,WBGene00017651,184756.0,
386,-0.3549,0.3356,#858585,0.9409,1.0,F21A9.1,643,WBGene00017650,184755.0,
387,-0.7843,8.139,#858585,0.652,1.0,lin-59,4658,WBGene00003040,266825.0,"['hypodermis', 'intestine', 'and muscle cell']"
388,-1.823,6.83,#858585,0.06761,0.2414,larp-5,3241,WBGene00004147,171942.0,"['PVDL', 'PVDR', 'and neurons']"
389,-0.1282,2.755,#858585,0.9871,1.0,sld-2,880,WBGene00020466,188455.0,['germ line']
390,-2.101,0.7829,#858585,0.02782,0.118,math-46,919,WBGene00021175,189404.0,
391,-1.784,8.013,#858585,0.01922,0.08833,inx-13,1438,WBGene00002135,171943.0,"['several structures', 'including CAN', 'amphid sheath cell', 'ganglia', 'pharyngeal motor neurons', 'and tail hypodermis']"
392,-1.786,8.175,#858585,0.01604,0.07654,inx-12,1459,WBGene00002134,171944.0,"['several structures', 'including head ganglion', 'interfacial epithelial cell', 'neurons', 'posterior lateral ganglion', 'and tail hypodermis']"
393,-0.1132,2.887,#858585,0.9922,1.0,asic-1,2472,WBGene00022815,191422.0,['neurons']
394,1.12,2.184,#858585,0.3428,0.8377,C32E8.6,1868,WBGene00016324,171945.0,
395,0.1305,4.187,#858585,0.9981,1.0,ric-19,1482,WBGene00004368,191757.0,"['several structures', 'including excretory system', 'ganglia', 'head', 'pharyngeal neurons', 'and ventral nerve cord']"
396,0.3772,4.426,#858585,0.9833,1.0,C32E8.5,1033,WBGene00016323,171946.0,
397,0.9651,6.723,#858585,0.5492,1.0,tppp-1,662,WBGene00016321,171948.0,
398,-0.1069,10.74,#858585,0.9727,1.0,rpl-13,677,WBGene00004425,171949.0,
399,0.7147,3.617,#858585,0.7855,1.0,C32E8.9,899,WBGene00016325,171951.0,
400,-1.371,6.516,#858585,0.217,0.6023,unc-11,2656,WBGene00006751,171952.0,"['coelomocyte', 'intestine', 'somatic nervous system', 'and uv1']"
401,-0.6536,7.486,#858585,0.7581,1.0,ubr-1,6631,WBGene00016326,171953.0,"['body wall musculature', 'lateral ganglion', 'pharynx', 'and seam cell']"
402,-0.9686,5.443,#858585,0.5283,1.0,npp-11,2682,WBGene00003797,171954.0,['head']
403,0.6752,8.722,#858585,0.8299,1.0,unc-108,1120,WBGene00006833,171956.0,"['coelomocyte', 'gonadal sheath cell', 'and nervous system']"
404,0.3978,4.521,#858585,0.9875,1.0,mpc-2,526,WBGene00018765,171957.0,
405,0.8082,3.302,#858585,0.7253,1.0,F53F10.8,1021,WBGene00044423,3565720.0,
406,0.2947,8.516,#858585,0.9749,1.0,F53F10.2,2977,WBGene00018764,171958.0,
407,1.46,2.626,#858585,0.08456,0.2899,T03F1.6,1225,WBGene00020188,171961.0,
408,0.3595,3.223,#858585,0.9797,1.0,tfbm-1,1181,WBGene00020189,188022.0,
409,-0.05997,5.877,#858585,0.9951,1.0,guk-1,1245,WBGene00020190,171963.0,['anchor cell']
410,-1.473,5.002,#858585,0.1237,0.3917,hcp-4,2762,WBGene00001832,171964.0,
411,-0.9752,6.784,#858585,0.5355,1.0,pgk-1,1417,WBGene00020185,171965.0,
412,0.366,3.55,#858585,0.9458,1.0,coq-4,753,WBGene00000764,171966.0,
413,2.354,0.6466,#858585,0.02646,0.1136,clec-53,988,WBGene00020191,171967.0,
414,-1.172,5.448,#858585,0.2268,0.6239,uba-5,1608,WBGene00020184,171968.0,
415,-0.1086,2.426,#858585,0.9712,1.0,T03F1.12,646,WBGene00020193,171969.0,
416,-0.003033,7.134,#858585,0.9991,1.0,syf-1,2634,WBGene00016837,171970.0,"['head', 'tail']"
417,-0.2802,5.437,#858585,0.8912,1.0,C50F2.2,3205,WBGene00016836,171972.0,
418,-0.8395,5.183,#858585,0.7386,1.0,C50F2.4,962,WBGene00016838,183674.0,
419,1.035,1.866,#858585,0.479,1.0,C50F2.1,1728,WBGene00016835,183673.0,
420,-0.8489,4.798,#858585,0.751,1.0,magu-3,1570,WBGene00016841,183676.0,['tail']
421,-0.7893,6.517,#858585,0.6839,1.0,pbs-4,801,WBGene00003950,171975.0,
422,-0.7244,3.364,#858585,0.715,1.0,mrrf-1,781,WBGene00020625,171976.0,
423,-0.6588,3.754,#858585,0.8651,1.0,T20F5.4,1452,WBGene00020626,171977.0,
424,-0.1456,5.955,#858585,0.9553,1.0,T20F5.6,2817,WBGene00020628,171978.0,
425,1.015,4.799,#858585,0.4879,1.0,T20F5.7,1294,WBGene00020629,171979.0,
426,-0.8331,7.907,#858585,0.6086,1.0,lrp-2,14848,WBGene00003072,171981.0,['tail']
427,1.219,0.3792,#858585,0.311,0.7827,F28H1.4,1012,WBGene00017909,185084.0,
428,-0.6604,8.253,#858585,0.7216,1.0,aars-2,3472,WBGene00000197,171985.0,
429,0.415,7.963,#858585,0.966,1.0,cpn-3,710,WBGene00000779,171986.0,"['anal region', 'body wall musculature', 'egg-laying apparatus', 'enteric muscle', 'and head neurons']"
430,1.769,3.997,#858585,0.02359,0.1038,F28H1.1,1242,WBGene00017908,171987.0,
431,-0.8916,8.13,#858585,0.5788,1.0,unc-73,9290,WBGene00006805,171988.0,"['several structures', 'including egg-laying apparatus', 'hermaphrodite gonad', 'lumbar ganglion', 'neurons', 'and tail hypodermis']"
432,-0.7782,8.779,#858585,0.6383,1.0,unc-89,25961,WBGene00006820,171990.0,"['alimentary muscle', 'gonad', 'tail', 'and vulval muscle']"
433,-0.1614,3.299,#858585,0.9953,1.0,acd-2,2302,WBGene00016066,171992.0,
434,-1.387,1.86,#858585,0.1895,0.5431,acd-1,1986,WBGene00016064,182852.0,"['AMshL', 'AMshR']"
435,-0.0249,0.2262,#858585,0.992,1.0,H31G24.3,1118,WBGene00019254,186795.0,
436,0.08924,5.696,#858585,0.9811,1.0,let-504,1776,WBGene00002696,171995.0,
437,-1.828,6.479,#858585,0.009481,0.05135,E01A2.2,2317,WBGene00017085,171996.0,
438,0.00829,3.325,#858585,0.9996,1.0,E01A2.5,847,WBGene00017087,183978.0,
439,0.0779,6.594,#858585,0.9952,1.0,akir-1,1372,WBGene00017088,171997.0,"['hyp7 syncytium', 'tail neurons']"
440,0.2617,5.492,#858585,0.992,1.0,E01A2.1,1014,WBGene00017084,171998.0,
441,0.365,2.14,#858585,0.8685,1.0,poml-2,1181,WBGene00017089,171999.0,
442,2.021,3.531,#858585,0.1234,0.3912,poml-3,1221,WBGene00077701,6418581.0,
443,-0.1047,5.902,#858585,0.9862,1.0,inx-15,1271,WBGene00002137,172004.0,['intestine']
444,0.1565,5.823,#858585,0.9886,1.0,inx-16,1454,WBGene00002138,172005.0,['intestine']
445,0.2445,4.699,#858585,0.9576,1.0,inx-17,1875,WBGene00002139,172006.0,"['nerve ring neurons', 'rectal valve cell']"
446,-1.07,5.649,#858585,0.4162,0.9584,R12E2.11,1215,WBGene00020036,172008.0,"['body wall musculature', 'spermatheca', 'and vulval muscle']"
447,0.04019,4.883,#858585,0.9953,1.0,mrps-6,752,WBGene00020037,187843.0,
448,-0.869,7.236,#858585,0.6534,1.0,rpn-8,1234,WBGene00004464,172009.0,
449,0.8756,6.211,#858585,0.6605,1.0,R12E2.13,746,WBGene00020038,172010.0,
450,0.5792,6.376,#858585,0.943,1.0,suco-1,2878,WBGene00020031,172011.0,
451,1.151,4.734,#858585,0.2489,0.667,kel-20,1901,WBGene00020030,172012.0,
452,0.7698,4.742,#858585,0.7652,1.0,ppw-1,3191,WBGene00004093,172013.0,
453,0.8264,3.333,#858585,0.7205,1.0,cas-2,1499,WBGene00015975,266829.0,
454,1.936,1.447,#858585,0.02839,0.1199,snrp-40.2,1135,WBGene00015974,172015.0,
455,0.7713,0.5527,#858585,0.6576,1.0,C18E3.4,453,WBGene00015973,353382.0,
456,0.7457,6.319,#858585,0.6655,1.0,C18E3.3,2886,WBGene00015972,172016.0,
457,1.07,0.3653,#858585,0.4434,0.9988,hop-1,1155,WBGene00001985,172017.0,
458,-1.311,5.048,#858585,0.1645,0.4896,swsn-2.2,1523,WBGene00015971,172018.0,
459,0.1293,2.717,#858585,0.9924,1.0,C18E3.9,1139,WBGene00015976,172020.0,
460,-0.184,6.132,#858585,0.9717,1.0,nab-1,2884,WBGene00003516,172021.0,"['several structures', 'including egg-laying apparatus', 'excretory canal', 'hermaphrodite distal tip cell', 'neurons', 'and somatic nervous system']"
461,1.384,0.9086,#858585,0.1575,0.4733,C43E11.5,1245,WBGene00016605,172022.0,
462,-0.2037,3.731,#858585,0.9686,1.0,ndx-7,973,WBGene00003584,183413.0,
463,-1.005,5.416,#858585,0.4913,1.0,exoc-7,2012,WBGene00016606,172023.0,"['several structures', 'including intestine', 'pharynx', 'somatic nervous system', 'tail neurons', 'and vulva']"
464,-1.613,4.384,#858585,0.02402,0.1052,tufm-2,1482,WBGene00007001,172024.0,
465,-0.7842,5.645,#858585,0.8198,1.0,cogc-5,2086,WBGene00016608,172025.0,['gonad']
466,0.03829,3.602,#858585,0.9959,1.0,C43E11.12,636,WBGene00016609,259372.0,
467,-1.037,6.795,#858585,0.478,1.0,met-1,5324,WBGene00016603,172026.0,"['hypodermis', 'intestine', 'and muscle cell']"
468,-0.1578,4.643,#858585,0.9971,1.0,mus-81,1402,WBGene00016602,172027.0,
469,-0.9583,5.056,#858585,0.5421,1.0,C43E11.9,674,WBGene00016607,172028.0,
470,-0.3046,5.325,#858585,0.9454,1.0,cdc-6,1754,WBGene00000382,172029.0,['seam cell']
471,-0.683,6.352,#858585,0.7446,1.0,acin-1,2100,WBGene00016601,172030.0,
472,2.204,0.6706,#858585,0.05169,0.1935,linc-85,449,WBGene00219754,,
473,0.04614,6.144,#858585,0.9944,1.0,scpl-3,1772,WBGene00021629,172032.0,
474,-1.786,6.419,#858585,0.01232,0.06264,Y47D9A.1,1864,WBGene00021628,172033.0,
475,-0.3385,7.159,#858585,0.886,1.0,anc-1,25846,WBGene00000140,172034.0,"['several structures', 'including body wall musculature', 'intestinal cell', 'and vulval muscle']"
476,2.239,-0.4374,#858585,0.03898,0.1535,acr-6,1666,WBGene00000045,191479.0,
477,0.9865,0.8302,#858585,0.5143,1.0,ZK973.8,1324,WBGene00022834,191480.0,
478,-0.5528,4.311,#858585,0.9428,1.0,pdp-1,1604,WBGene00022832,172035.0,
479,-0.01664,3.765,#858585,0.9982,1.0,ZK973.9,913,WBGene00022835,172036.0,
480,-0.1722,6.103,#858585,0.9552,1.0,lpd-5,616,WBGene00003061,172037.0,
481,-0.4612,5.129,#858585,0.9268,1.0,cec-10,2795,WBGene00022831,172038.0,
482,-0.8347,5.591,#858585,0.7434,1.0,ZK973.11,1693,WBGene00022836,172039.0,"['head neurons', 'intestine', 'and nervous system']"
483,-0.4668,4.343,#858585,0.9794,1.0,ZK973.1,2359,WBGene00022830,172040.0,
484,-0.811,9.213,#858585,0.62,1.0,dhc-1,13939,WBGene00000962,172041.0,"['germ cell', 'head', 'somatic cell', 'and tail']"
485,-1.677,5.412,#858585,0.02443,0.1067,tiam-1,2886,WBGene00015704,259373.0,"['gonad', 'neurons']"
486,-0.1098,6.42,#858585,0.9951,1.0,C41D11.3,3324,WBGene00016562,3565087.0,"['amphid neurons', 'body wall musculature', 'pharyngeal muscle cell', 'and uterine muscle']"
487,-1.352,6.748,#858585,0.1361,0.4227,eif-3.H,1451,WBGene00001231,172044.0,
488,1.433,5.842,#858585,0.1381,0.4277,cps-6,1019,WBGene00000787,172045.0,
489,0.1059,1.998,#858585,0.9902,1.0,C41D11.9,740,WBGene00016567,266651.0,
490,-0.3314,3.321,#858585,0.9842,1.0,cmt-1,840,WBGene00016564,172046.0,
491,-0.527,5.089,#858585,0.9085,1.0,eri-7,2183,WBGene00016566,172047.0,"['amphid neurons', 'gonad', 'and hypodermis']"
492,-0.3886,5.188,#858585,0.9605,1.0,eri-6,4683,WBGene00016561,172050.0,"['ASIL', 'ASIR', 'ASKL', 'ASKR', 'and hypodermis']"
493,-0.6144,2.695,#858585,0.7889,1.0,C41D11.6,2559,WBGene00016565,183377.0,
494,-0.9594,8.165,#858585,0.5392,1.0,gcy-28,6586,WBGene00020131,172051.0,"['body wall musculature', 'gonad', 'hypodermis', 'intestine', 'and neurons']"
495,-0.8044,4.848,#858585,0.6862,1.0,mrpl-19,1002,WBGene00022470,172052.0,
496,-0.6577,4.682,#858585,0.9145,1.0,rnf-145,2437,WBGene00022471,172053.0,
497,1.147,2.666,#858585,0.3737,0.8882,Y119C1B.6,400,WBGene00022472,191029.0,
498,-0.6062,7.085,#858585,0.8256,1.0,bet-1,2811,WBGene00022473,172054.0,"['several structures', 'including hypodermal cell', 'seam cell']"
499,1.096,3.551,#858585,0.4309,0.9798,zig-9,1253,WBGene00022474,191030.0,
500,0.04488,3.814,#858585,0.9992,1.0,Y119C1B.3,1648,WBGene00022469,191027.0,
501,0.3117,4.952,#858585,0.9902,1.0,Y119C1B.10,1100,WBGene00022475,191031.0,
502,-0.4427,5.006,#858585,0.9406,1.0,D1007.15,3633,WBGene00017010,172058.0,
503,0.7981,5.25,#858585,0.7481,1.0,pqn-24,991,WBGene00004113,183891.0,['head muscle']
504,0.3721,0.3443,#858585,0.9327,1.0,D1007.13,817,WBGene00017009,183890.0,
505,-0.0225,1.928,#858585,0.9988,1.0,D1007.3,806,WBGene00017001,183886.0,
506,0.1495,3.538,#858585,0.9925,1.0,D1007.4,582,WBGene00017002,183887.0,
507,-1.399,5.106,#858585,0.06632,0.2379,D1007.5,1740,WBGene00017003,172060.0,
508,-0.1346,10.57,#858585,0.9754,1.0,rps-10,533,WBGene00004479,172061.0,
509,-0.03752,10.72,#858585,0.9883,1.0,rpl-24.1,545,WBGene00004436,172062.0,
510,-0.4376,3.551,#858585,0.9354,1.0,D1007.10,1456,WBGene00017007,183889.0,
511,-0.8997,6.278,#858585,0.5715,1.0,nrd-1,3378,WBGene00017004,172064.0,
